"","airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","database_timezone","type","source"
"SKV",1135,"St Catherine International Airport","St. Catherine","Egypt","SKV","HESC",28.685300827,34.0625,4368,"2","U","Africa/Cairo","airport","OurAirports"
"ASW",1136,"Aswan International Airport","Aswan","Egypt","ASW","HESN",23.9643993378,32.8199996948,662,"2","U","Africa/Cairo","airport","OurAirports"
"ELT",1137,"El Tor Airport","El-tor","Egypt","ELT","HETR",28.2089996337891,33.6455001831055,115,"2","U","Africa/Cairo","airport","OurAirports"
"EDL",1138,"Eldoret International Airport","Eldoret","Kenya","EDL","HKEL",0.404457986354828,35.238899230957,6941,"3","U","Africa/Nairobi","airport","OurAirports"
"GGM",1139,"Kakamega Airport","Kakamega","Kenya","GGM","HKKG",0.271342009306,34.7873001099,5020,"3","U","Africa/Nairobi","airport","OurAirports"
"KIS",1140,"Kisumu Airport","Kisumu","Kenya","KIS","HKKI",-0.0861390009522438,34.7289009094238,3734,"3","U","Africa/Nairobi","airport","OurAirports"
"KTL",1141,"Kitale Airport","Kitale","Kenya","KTL","HKKT",0.97198897600174,34.9585990905762,6070,"3","U","Africa/Nairobi","airport","OurAirports"
"LOK",1143,"Lodwar Airport","Lodwar","Kenya","LOK","HKLO",3.1219699382782,35.608699798584,1715,"3","U","Africa/Nairobi","airport","OurAirports"
"LAU",1144,"Manda Airstrip","Lamu","Kenya","LAU","HKLU",-2.25241994857788,40.9131011962891,20,"3","U","Africa/Nairobi","airport","OurAirports"
"MBA",1145,"Mombasa Moi International Airport","Mombasa","Kenya","MBA","HKMO",-4.03483009338379,39.5942001342773,200,"3","U","Africa/Nairobi","airport","OurAirports"
"WIL",1147,"Nairobi Wilson Airport","Nairobi","Kenya","WIL","HKNW",-1.32172000408173,36.8148002624512,5536,"3","U","Africa/Nairobi","airport","OurAirports"
"WJR",1149,"Wajir Airport","Wajir","Kenya","WJR","HKWJ",1.73324,40.091599,770,"3","U","Africa/Nairobi","airport","OurAirports"
"GHT",1152,"Ghat Airport","Ghat","Libya","GHT","HLGT",25.1455993652,10.1426000595,2296,"2","N","Africa/Tripoli","airport","OurAirports"
"AKF",1153,"Kufra Airport","Kufra","Libya","AKF","HLKF",24.1786994934082,23.3139991760254,1367,"2","N","Africa/Tripoli","airport","OurAirports"
"BEN",1154,"Benina International Airport","Benghazi","Libya","BEN","HLLB",32.0968017578,20.2695007324,433,"2","N","Africa/Tripoli","airport","OurAirports"
"SEB",1156,"Sabha Airport","Sebha","Libya","SEB","HLLS",26.9869995117188,14.4724998474121,1427,"2","N","Africa/Tripoli","airport","OurAirports"
"TIP",1157,"Tripoli International Airport","Tripoli","Libya","TIP","HLLT",32.6635017395,13.1590003967,263,"2","N","Africa/Tripoli","airport","OurAirports"
"LMQ",1158,"Marsa Brega Airport","Marsa Brega","Libya","LMQ","HLMB",30.3780994415283,19.5764007568359,50,"2","N","Africa/Tripoli","airport","OurAirports"
"HUQ",1160,"Hon Airport","Hon","Libya","HUQ","HLON",29.1100997924805,15.9656000137329,919,"2","N","Africa/Tripoli","airport","OurAirports"
"LTD",1162,"Ghadames East Airport","Ghadames","Libya","LTD","HLTD",30.1516990661621,9.71531009674072,1122,"2","N","Africa/Tripoli","airport","OurAirports"
"GYI",1164,"Gisenyi Airport","Gisenyi","Rwanda","GYI","HRYG",-1.67719995975494,29.2588996887207,5082,"2","U","Africa/Kigali","airport","OurAirports"
"KGL",1165,"Kigali International Airport","Kigali","Rwanda","KGL","HRYR",-1.96863,30.1395,4859,"2","U","Africa/Kigali","airport","OurAirports"
"KME",1166,"Kamembe Airport","Kamembe","Rwanda","KME","HRZA",-2.46223998069763,28.9078998565674,5192,"2","U","Africa/Kigali","airport","OurAirports"
"DOG",1167,"Dongola Airport","Dongola","Sudan","DOG","HSDN",19.1539001465,30.4300994873,772,"3","U","Africa/Khartoum","airport","OurAirports"
"RSS",1168,"Damazin Airport","Damazin","Sudan","RSS","HSDZ",11.7859,34.3367,1582,"3","U","Africa/Khartoum","airport","OurAirports"
"ELF",1169,"El Fasher Airport","El Fasher","Sudan","ELF","HSFS",13.6148996353149,25.3246002197266,2393,"3","U","Africa/Khartoum","airport","OurAirports"
"KSL",1170,"Kassala Airport","Kassala","Sudan","KSL","HSKA",15.3874998092651,36.328800201416,1671,"3","U","Africa/Khartoum","airport","OurAirports"
"KDX",1171,"Kadugli Airport","Kadugli","Sudan","KDX","HSLI",11.1379995346,29.7010993958,1848,"3","U","Africa/Khartoum","airport","OurAirports"
"EBD",1172,"El Obeid Airport","El Obeid","Sudan","EBD","HSOB",13.1532001495361,30.2327003479004,1927,"3","U","Africa/Khartoum","airport","OurAirports"
"JUB",1173,"Juba International Airport","Juba","South Sudan","JUB","HSSJ",4.87201023102,31.6011009216,1513,"3","U","Africa/Juba","airport","OurAirports"
"MAK",1174,"Malakal Airport","Malakal","Sudan","MAK","HSSM",9.55897045135498,31.6522006988525,1291,"3","U","Africa/Juba","airport","OurAirports"
"KRT",1175,"Khartoum International Airport","Khartoum","Sudan","KRT","HSSS",15.5895004272461,32.5531997680664,1265,"3","U","Africa/Khartoum","airport","OurAirports"
"ARK",1176,"Arusha Airport","Arusha","Tanzania","ARK","HTAR",-3.36778998374939,36.63330078125,4550,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"DAR",1177,"Julius Nyerere International Airport","Dar Es Salaam","Tanzania","DAR","HTDA",-6.87811,39.202599,182,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"DOD",1178,"Dodoma Airport","Dodoma","Tanzania","DOD","HTDO",-6.17044019699097,35.7526016235352,3673,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"IRI",1179,"Iringa Airport","Iringa","Tanzania","IRI","HTIR",-7.66863012313843,35.7521018981934,4678,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"JRO",1180,"Kilimanjaro International Airport","Kilimanjaro","Tanzania","JRO","HTKJ",-3.42940998077,37.0745010376,2932,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"LKY",1181,"Lake Manyara Airport","Lake Manyara","Tanzania","LKY","HTLM",-3.37631011009216,35.8182983398438,4150,"3","N","Africa/Dar_es_Salaam","airport","OurAirports"
"MYW",1182,"Mtwara Airport","Mtwara","Tanzania","MYW","HTMT",-10.3390998840332,40.1818008422851,371,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"MWZ",1183,"Mwanza Airport","Mwanza","Tanzania","MWZ","HTMW",-2.4444899559021,32.9327011108398,3763,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"PMA",1184,"Pemba Airport","Pemba","Tanzania","PMA","HTPE",-5.25725984573364,39.8114013671875,80,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"TGT",1185,"Tanga Airport","Tanga","Tanzania","TGT","HTTG",-5.09236001968384,39.0712013244629,129,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"ZNZ",1186,"Abeid Amani Karume International Airport","Zanzibar","Tanzania","ZNZ","HTZA",-6.22202,39.224899,54,"3","U","Africa/Dar_es_Salaam","airport","OurAirports"
"EBB",1187,"Entebbe International Airport","Entebbe","Uganda","EBB","HUEN",0.042386,32.443501,3782,"3","U","Africa/Kampala","airport","OurAirports"
"SRT",1189,"Soroti Airport","Soroti","Uganda","SRT","HUSO",1.72768998146057,33.6227989196777,3697,"3","U","Africa/Kampala","airport","OurAirports"
"TIA",1190,"Tirana International Airport Mother Teresa","Tirana","Albania","TIA","LATI",41.4146995544,19.7206001282,126,"1","E","Europe/Tirane","airport","OurAirports"
"BOJ",1191,"Burgas Airport","Bourgas","Bulgaria","BOJ","LBBG",42.5695991516113,27.5151996612549,135,"2","E","Europe/Sofia","airport","OurAirports"
"GOZ",1192,"Gorna Oryahovitsa Airport","Gorna Orechovica","Bulgaria","GOZ","LBGO",43.1514015197754,25.7129001617432,285,"2","E","Europe/Sofia","airport","OurAirports"
"PDV",1193,"Plovdiv International Airport","Plovdiv","Bulgaria","PDV","LBPD",42.067799,24.8508,597,"2","E","Europe/Sofia","airport","OurAirports"
"SOF",1194,"Sofia Airport","Sofia","Bulgaria","SOF","LBSF",42.6966934204102,23.4114360809326,1742,"2","E","Europe/Sofia","airport","OurAirports"
"SZR",1195,"Stara Zagora Airport","Stara Zagora","Bulgaria","SZR","LBSZ",42.3766667,25.655,558,"2","E","Europe/Sofia","airport","OurAirports"
"VAR",1196,"Varna Airport","Varna","Bulgaria","VAR","LBWN",43.232101,27.8251,230,"2","E","Europe/Sofia","airport","OurAirports"
"LCA",1197,"Larnaca International Airport","Larnaca","Cyprus","LCA","LCLK",34.8750991821289,33.6249008178711,8,"2","E","Asia/Nicosia","airport","OurAirports"
"PFO",1198,"Paphos International Airport","Paphos","Cyprus","PFO","LCPH",34.7179985046387,32.4856986999512,41,"2","E","Asia/Nicosia","airport","OurAirports"
"AKT",1199,"RAF Akrotiri","Akrotiri","Cyprus","AKT","LCRA",34.590401,32.9879,76,"0","E","Europe/London","airport","OurAirports"
"DBV",1200,"Dubrovnik Airport","Dubrovnik","Croatia","DBV","LDDU",42.5614013671875,18.2681999206543,527,"1","E","Europe/Zagreb","airport","OurAirports"
"OSI",1202,"Osijek Airport","Osijek","Croatia","OSI","LDOS",45.4626998901367,18.8101997375488,290,"1","E","Europe/Zagreb","airport","OurAirports"
"PUY",1203,"Pula Airport","Pula","Croatia","PUY","LDPL",44.8935012817383,13.9222002029419,274,"1","E","Europe/Zagreb","airport","OurAirports"
"RJK",1205,"Rijeka Airport","Rijeka","Croatia","RJK","LDRI",45.2168998718262,14.5703001022339,278,"1","E","Europe/Zagreb","airport","OurAirports"
"SPU",1206,"Split Airport","Split","Croatia","SPU","LDSP",43.5388984680176,16.2980003356934,79,"1","E","Europe/Zagreb","airport","OurAirports"
"ZAG",1208,"Zagreb Airport","Zagreb","Croatia","ZAG","LDZA",45.7429008484,16.0687999725,353,"1","E","Europe/Zagreb","airport","OurAirports"
"ZAD",1209,"Zadar Airport","Zadar","Croatia","ZAD","LDZD",44.108299,15.3467,289,"1","E","Europe/Zagreb","airport","OurAirports"
"ABC",1211,"Albacete-Los Llanos Airport","Albacete","Spain","ABC","LEAB",38.9485015869,-1.86352002621,2302,"1","E","Europe/Madrid","airport","OurAirports"
"ALC",1212,"Alicante International Airport","Alicante","Spain","ALC","LEAL",38.2821998596191,-0.55815601348877,142,"1","E","Europe/Madrid","airport","OurAirports"
"LEI",1213,"Almería International Airport","Almeria","Spain","LEI","LEAM",36.8438987731934,-2.3701000213623,70,"1","E","Europe/Madrid","airport","OurAirports"
"OVD",1214,"Asturias Airport","Aviles","Spain","OVD","LEAS",43.5635986328125,-6.03461980819702,416,"1","E","Europe/Madrid","airport","OurAirports"
"ODB",1215,"Córdoba Airport","Cordoba","Spain","ODB","LEBA",37.8419990539551,-4.84887981414795,297,"1","E","Europe/Madrid","airport","OurAirports"
"BIO",1216,"Bilbao Airport","Bilbao","Spain","BIO","LEBB",43.3011016845703,-2.91060996055603,138,"1","E","Europe/Madrid","airport","OurAirports"
"BCN",1218,"Barcelona International Airport","Barcelona","Spain","BCN","LEBL",41.2971,2.07846,12,"1","E","Europe/Madrid","airport","OurAirports"
"BJZ",1219,"Badajoz Airport","Badajoz","Spain","BJZ","LEBZ",38.891300201416,-6.8213300704956,609,"1","E","Europe/Madrid","airport","OurAirports"
"LCG",1220,"A Coruña Airport","La Coruna","Spain","LCG","LECO",43.302101,-8.37726,326,"1","E","Europe/Madrid","airport","OurAirports"
"GRO",1222,"Girona Airport","Gerona","Spain","GRO","LEGE",41.901000977,2.7605500221,468,"1","E","Europe/Madrid","airport","OurAirports"
"GRX",1223,"Federico Garcia Lorca Airport","Granada","Spain","GRX","LEGR",37.1887016296387,-3.77735996246338,1860,"1","E","Europe/Madrid","airport","OurAirports"
"IBZ",1225,"Ibiza Airport","Ibiza","Spain","IBZ","LEIB",38.8728981018,1.37311995029,24,"1","E","Europe/Madrid","airport","OurAirports"
"XRY",1226,"Jerez Airport","Jerez","Spain","XRY","LEJR",36.7445983886719,-6.06011009216309,93,"1","E","Europe/Madrid","airport","OurAirports"
"MJV",1227,"San Javier Airport","Murcia","Spain","MJV","LELC",37.7750015258789,-0.812389016151428,11,"1","E","Europe/Madrid","airport","OurAirports"
"MAD",1229,"Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain","MAD","LEMD",40.471926,-3.56264,1998,"1","E","Europe/Madrid","airport","OurAirports"
"AGP",1230,"Málaga Airport","Malaga","Spain","AGP","LEMG",36.6749000549316,-4.49911022186279,53,"1","E","Europe/Madrid","airport","OurAirports"
"MAH",1231,"Menorca Airport","Menorca","Spain","MAH","LEMH",39.8625984191895,4.21864986419678,302,"1","E","Europe/Madrid","airport","OurAirports"
"OZP",1232,"Moron Air Base","Sevilla","Spain","OZP","LEMO",37.1749000549316,-5.61594009399414,285,"1","E","Europe/Madrid","airport","OurAirports"
"PNA",1234,"Pamplona Airport","Pamplona","Spain","PNA","LEPP",42.7700004577637,-1.64632999897003,1504,"1","E","Europe/Madrid","airport","OurAirports"
"REU",1236,"Reus Air Base","Reus","Spain","REU","LERS",41.1473999023438,1.16717004776001,233,"1","E","Europe/Madrid","airport","OurAirports"
"ROZ",1237,"Rota Naval Station Airport","Rota","Spain","ROZ","LERT",36.645198822,-6.34946012497,86,"1","E","Europe/Madrid","airport","OurAirports"
"SLM",1238,"Salamanca Airport","Salamanca","Spain","SLM","LESA",40.9520988464355,-5.50198984146118,2595,"1","E","Europe/Madrid","airport","OurAirports"
"EAS",1242,"San Sebastian Airport","San Sebastian","Spain","EAS","LESO",43.3564987182617,-1.79060995578766,16,"1","E","Europe/Madrid","airport","OurAirports"
"SCQ",1243,"Santiago de Compostela Airport","Santiago","Spain","SCQ","LEST",42.8963012695312,-8.41514015197754,1213,"1","E","Europe/Madrid","airport","OurAirports"
"LEU",1244,"Pirineus - la Seu d'Urgel Airport","Seo De Urgel","Spain","LEU","LESU",42.3386,1.40917,2625,"1","E","Europe/Madrid","airport","OurAirports"
"TOJ",1245,"Torrejón Airport","Madrid","Spain","TOJ","LETO",40.4967002868652,-3.44586992263794,2026,"1","E","Europe/Madrid","airport","OurAirports"
"VLC",1246,"Valencia Airport","Valencia","Spain","VLC","LEVC",39.4893,-0.481625,240,"1","E","Europe/Madrid","airport","OurAirports"
"VLL",1247,"Valladolid Airport","Valladolid","Spain","VLL","LEVD",41.7061004639,-4.85194015503,2776,"1","E","Europe/Madrid","airport","OurAirports"
"VIT",1249,"Vitoria/Foronda Airport","Vitoria","Spain","VIT","LEVT",42.8828010559082,-2.72446990013123,1682,"1","E","Europe/Madrid","airport","OurAirports"
"VGO",1250,"Vigo Airport","Vigo","Spain","VGO","LEVX",42.2318000793457,-8.62677001953125,856,"1","E","Europe/Madrid","airport","OurAirports"
"SDR",1251,"Santander Airport","Santander","Spain","SDR","LEXJ",43.4271011352539,-3.82000994682312,16,"1","E","Europe/Madrid","airport","OurAirports"
"ZAZ",1252,"Zaragoza Air Base","Zaragoza","Spain","ZAZ","LEZG",41.6661987304688,-1.04155004024506,863,"1","E","Europe/Madrid","airport","OurAirports"
"SVQ",1253,"Sevilla Airport","Sevilla","Spain","SVQ","LEZL",37.4179992675781,-5.8931097984314,112,"1","E","Europe/Madrid","airport","OurAirports"
"CQF",1254,"Calais-Dunkerque Airport","Calais","France","CQF","LFAC",50.962100982666,1.95475995540619,12,"1","E","Europe/Paris","airport","OurAirports"
"BYF",1258,"Albert-Bray Airport","Albert","France","BYF","LFAQ",49.9715003967,2.69765996933,364,"1","E","Europe/Paris","airport","OurAirports"
"LTQ",1259,"Le Touquet-Côte d'Opale Airport","Le Tourquet","France","LTQ","LFAT",50.5173988342285,1.62058997154236,36,"1","E","Europe/Paris","airport","OurAirports"
"XVS",1260,"Valenciennes-Denain Airport","Valenciennes","France","XVS","LFAV",50.3258018493652,3.46126008033752,177,"1","E","Europe/Paris","airport","OurAirports"
"AGF",1262,"Agen-La Garenne Airport","Agen","France","AGF","LFBA",44.1747016906738,0.590556025505066,204,"1","E","Europe/Paris","airport","OurAirports"
"BOD",1264,"Bordeaux-Mérignac Airport","Bordeaux","France","BOD","LFBD",44.8283004761,-0.715556025505,162,"1","E","Europe/Paris","airport","OurAirports"
"EGC",1265,"Bergerac-Roumanière Airport","Bergerac","France","EGC","LFBE",44.8252983093262,0.518611013889313,171,"1","E","Europe/Paris","airport","OurAirports"
"CNG",1267,"Cognac-Châteaubernard (BA 709) Air Base","Cognac","France","CNG","LFBG",45.6582984924316,-0.317499995231628,102,"1","E","Europe/Paris","airport","OurAirports"
"PIS",1268,"Poitiers-Biard Airport","Poitiers","France","PIS","LFBI",46.5876998901367,0.306665986776352,423,"1","E","Europe/Paris","airport","OurAirports"
"MCU",1269,"Montluçon-Guéret Airport","Montlucon-gueret","France","MCU","LFBK",46.222599029541,2.3639600276947,1497,"1","E","Europe/Paris","airport","OurAirports"
"LIG",1270,"Limoges Airport","Limoges","France","LIG","LFBL",45.8628005981445,1.17944002151489,1300,"1","E","Europe/Paris","airport","OurAirports"
"NIT",1272,"Niort-Souché Airport","Niort","France","NIT","LFBN",46.313477,-0.394529,203,"1","E","Europe/Paris","airport","OurAirports"
"TLS",1273,"Toulouse-Blagnac Airport","Toulouse","France","TLS","LFBO",43.629101,1.36382,499,"1","E","Europe/Paris","airport","OurAirports"
"PUF",1274,"Pau Pyrénées Airport","Pau","France","PUF","LFBP",43.3800010681152,-0.418610990047455,616,"1","E","Europe/Paris","airport","OurAirports"
"LDE",1276,"Tarbes-Lourdes-Pyrénées Airport","Tarbes","France","LDE","LFBT",43.1786994934082,-0.00643899990245699,1260,"1","E","Europe/Paris","airport","OurAirports"
"ANG",1277,"Angoulême-Brie-Champniers Airport","Angouleme","France","ANG","LFBU",45.7291984558105,0.221456006169319,436,"1","E","Europe/Paris","airport","OurAirports"
"BVE",1278,"Brive Souillac Airport","Brive","France","BVE","LFSL",45.039722,1.485556,1016,"1","E","Europe/Paris","airport","OurAirports"
"PGX",1279,"Périgueux-Bassillac Airport","Perigueux","France","PGX","LFBX",45.1981010437012,0.815555989742279,328,"1","E","Europe/Paris","airport","OurAirports"
"BIQ",1280,"Biarritz-Anglet-Bayonne Airport","Biarritz-bayonne","France","BIQ","LFBZ",43.4683333,-1.5311111,245,"1","E","Europe/Paris","airport","OurAirports"
"ZAO",1281,"Cahors-Lalbenque Airport","Cahors","France","ZAO","LFCC",44.3513984680176,1.47528004646301,912,"1","E","Europe/Paris","airport","OurAirports"
"LBI",1284,"Albi-Le Séquestre Airport","Albi","France","LBI","LFCI",43.9138984680176,2.11305999755859,564,"1","E","Europe/Paris","airport","OurAirports"
"DCM",1285,"Castres-Mazamet Airport","Castres","France","DCM","LFCK",43.5563011169434,2.2891800403595,788,"1","E","Europe/Paris","airport","OurAirports"
"RDZ",1289,"Rodez-Marcillac Airport","Rodez","France","RDZ","LFCR",44.407901763916,2.48267006874084,1910,"1","E","Europe/Paris","airport","OurAirports"
"RYN",1292,"Royan-Médis Airport","Royan","France","RYN","LFCY",45.628101348877,-0.972500026226044,72,"1","E","Europe/Paris","airport","OurAirports"
"XMW",1295,"Montauban Airport","Montauban","France","XMW","LFDB",44.0256996154785,1.37803995609283,351,"1","E","Europe/Paris","airport","OurAirports"
"RCO",1300,"Rochefort-Saint-Agnant (BA 721) Airport","Rochefort","France","RCO","LFDN",45.8877983093262,-0.983056008815765,60,"1","E","Europe/Paris","airport","OurAirports"
"CMR",1307,"Colmar-Houssen Airport","Colmar","France","CMR","LFGA",48.1099014282227,7.35901021957397,628,"1","E","Europe/Paris","airport","OurAirports"
"DLE",1309,"Dole-Tavaux Airport","Dole","France","DLE","LFGJ",47.042686,5.435063,645,"1","E","Europe/Paris","airport","OurAirports"
"OBS",1312,"Aubenas-Ardèche Méridional Airport","Aubenas-vals-lanas","France","OBS","LFHO",44.544203,4.372192,923,"1","E","Europe/Paris","airport","OurAirports"
"LPY",1313,"Le Puy-Loudes Airport","Le Puy","France","LPY","LFHP",45.0806999206543,3.76289010047913,2731,"1","E","Europe/Paris","airport","OurAirports"
"ETZ",1320,"Metz-Nancy-Lorraine Airport","Metz","France","ETZ","LFJL",48.9821014404,6.25131988525,870,"1","E","Europe/Paris","airport","OurAirports"
"BIA",1321,"Bastia-Poretta Airport","Bastia","France","BIA","LFKB",42.5527000427246,9.48373031616211,26,"1","E","Europe/Paris","airport","OurAirports"
"CLY",1322,"Calvi-Sainte-Catherine Airport","Calvi","France","CLY","LFKC",42.5244444,8.7930556,209,"1","E","Europe/Paris","airport","OurAirports"
"FSC",1323,"Figari Sud-Corse Airport","Figari","France","FSC","LFKF",41.5005989074707,9.09778022766113,87,"1","E","Europe/Paris","airport","OurAirports"
"AJA",1324,"Ajaccio-Napoléon Bonaparte Airport","Ajaccio","France","AJA","LFKJ",41.9235992431641,8.8029203414917,18,"1","E","Europe/Paris","airport","OurAirports"
"PRP",1325,"Propriano Airport","Propriano","France","PRP","LFKO",41.6605987548828,8.88974952697754,13,"1","E","Europe/Paris","airport","OurAirports"
"SOZ",1326,"Solenzara (BA 126) Air Base","Solenzara","France","SOZ","LFKS",41.9244003295898,9.4060001373291,28,"1","E","Europe/Paris","airport","OurAirports"
"AUF",1328,"Auxerre-Branches Airport","Auxerre","France","AUF","LFLA",47.8502006530762,3.49710988998413,523,"1","E","Europe/Paris","airport","OurAirports"
"CMF",1329,"Chambéry-Savoie Airport","Chambery","France","CMF","LFLB",45.6380996704102,5.88022994995117,779,"1","E","Europe/Paris","airport","OurAirports"
"CFE",1330,"Clermont-Ferrand Auvergne Airport","Clermont-Ferrand","France","CFE","LFLC",45.7867012024,3.1691699028,1090,"1","E","Europe/Paris","airport","OurAirports"
"BOU",1331,"Bourges Airport","Bourges","France","BOU","LFLD",47.0581016540527,2.37028002738953,529,"1","E","Europe/Paris","airport","OurAirports"
"QNJ",1334,"Annemasse Airport","Annemasse","France","QNJ","LFLI",46.1920013428,6.26839017868,1620,"1","E","Europe/Paris","airport","OurAirports"
